density,seed,delta_requested,delta_actual,transmitted,err_m,r_err,feat0_next,next_obs_present
5.0,2001,4.1021909795992775,4.200000000000003,1,0.07812780685435428,7.360204515740885e-05,3.4714357752818614e-05,1
5.0,2001,1.6884906196440106,1.7000000000000028,1,0.04891934687475441,7.513471279495179e-06,1.3610319911094848e-05,1
5.0,2001,0.6824665535429092,0.7000000000000028,1,0.04799282789474546,3.5176437702501493e-06,1.3099657735438086e-05,1
5.0,2001,1.7613457613348031,1.7999999999999972,1,0.026457502786115583,2.9972346924541786e-06,3.981153440690832e-06,1
5.0,2001,0.682946686409944,0.7000000000000028,1,0.06778393661130622,7.954945255435872e-06,2.61309487541439e-05,1
5.0,2001,0.12408969196898721,0.20000000000000284,1,0.04087270083732619,1.3241136599413946e-06,9.501135536993388e-06,1
5.0,2001,17.24574012772678,15.699999999999989,0,0.0,0.00461145350511918,nan,0
5.0,2001,5.9902607288258976,6.0,1,0.184600527227758,0.0003480156661453506,0.00019377362332306802,1
5.0,2001,1.544833245694335,1.5999999999999943,1,0.10063607858728574,4.102196690049858e-05,5.7596400438342243e-05,1
5.0,2001,0.2179219435034231,0.30000000000001137,1,0.029754449890219803,1.0802829879019214e-06,5.035175490775146e-06,1
5.0,2001,5.574673472624903,5.6000000000000085,1,0.04672815305173117,1.3649912007551445e-05,1.2418375263223425e-05,1
5.0,2001,0.15346878219555432,0.20000000000000284,1,0.0031956700952378014,7.880786485679797e-09,5.808136194218605e-08,1
5.0,2001,21.894588987309284,15.700000000000003,0,0.0,0.005225868700627754,nan,0
5.0,2001,4.976126145512174,4.799999999999997,0,0.0,3.1201884707828466e-06,nan,0
5.0,2001,4.7446156252180725,4.800000000000011,1,0.0,0.0,0.0,1
5.0,2001,16.271799923608235,16.299999999999997,1,1.3379828907778801,0.0450520310429418,0.010078934952616692,1
5.0,2001,15.006159427658618,12.299999999999997,0,0.0,0.007913635570402864,nan,0
5.0,2001,3.5084369647191047,3.6000000000000085,1,0.0002073904929602577,2.5336893783386136e-10,2.446192415295201e-10,1
5.0,2001,7.8049293832950335,7.900000000000006,1,5.089907825929867,0.6681676754883514,0.12842190265655518,1
5.0,2001,0.11181680274126424,0.20000000000000284,1,0.0,0.0,0.0,1
5.0,2001,10.93681386521573,7.200000000000003,0,0.0,0.000646313001376131,nan,0
5.0,2001,33.140549314700785,33.2,1,213.27955290272394,21.679882914455877,0.9961495399475098,1
5.0,2001,11.031006374951803,11.099999999999994,1,3.209320585023846,0.6131463550571599,0.055337052792310715,1
5.0,2001,0.2983798992265769,0.29999999999999716,1,1.4326633390737697e-06,1.7680342775343057e-15,1.1673503994230703e-14,1
